age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,y
27,blue-collar,married,basic,no,yes,no,telephone,may,mon,5,0,0,nonexistent,93.994,-36.4,4.857,0
46,entrepreneur,married,basic,no,no,no,telephone,may,mon,2,0,0,nonexistent,93.994,-36.4,4.857,0
54,retired,divorced,high.school,no,yes,no,telephone,may,mon,4,0,0,nonexistent,93.994,-36.4,4.857,0
35,blue-collar,married,basic,no,yes,no,telephone,may,mon,2,0,0,nonexistent,93.994,-36.4,4.857,0
33,management,single,university.degree,no,no,no,telephone,may,mon,16,0,0,nonexistent,93.994,-36.4,4.857,0
37,services,divorced,high.school,no,yes,yes,telephone,may,mon,4,0,0,nonexistent,93.994,-36.4,4.857,0
41,blue-collar,single,high.school,no,yes,no,telephone,may,mon,5,0,0,nonexistent,93.994,-36.4,4.857,0
44,technician,married,professional.course,no,yes,no,telephone,may,mon,3,0,0,nonexistent,93.994,-36.4,4.857,0
33,technician,married,professional.course,no,yes,no,telephone,may,mon,4,0,0,nonexistent,93.994,-36.4,4.857,0
49,admin.,divorced,basic,no,yes,yes,telephone,may,mon,3,0,0,nonexistent,93.994,-36.4,4.857,0
23,blue-collar,married,basic,no,no,no,telephone,may,mon,1,0,0,nonexistent,93.994,-36.4,4.857,0
49,blue-collar,married,high.school,no,no,no,telephone,may,mon,4,0,0,nonexistent,93.994,-36.4,4.857,0
38,technician,married,professional.course,no,yes,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
37,blue-collar,married,high.school,no,yes,yes,telephone,may,tue,7,0,0,nonexistent,93.994,-36.4,4.857,0
39,admin.,married,professional.course,no,yes,no,telephone,may,tue,7,0,0,nonexistent,93.994,-36.4,4.857,0
43,blue-collar,married,basic,no,yes,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
42,services,married,high.school,unknown,yes,yes,telephone,may,tue,6,0,0,nonexistent,93.994,-36.4,4.857,0
55,housemaid,divorced,unknown,unknown,yes,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
44,blue-collar,single,basic,no,no,yes,telephone,may,tue,6,0,0,nonexistent,93.994,-36.4,4.857,0
40,blue-collar,married,high.school,no,no,yes,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
41,services,married,high.school,no,yes,no,telephone,may,tue,4,0,0,nonexistent,93.994,-36.4,4.857,0
32,management,married,university.degree,no,yes,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
57,admin.,married,basic,unknown,yes,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
38,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,5,0,0,nonexistent,93.994,-36.4,4.857,0
50,blue-collar,married,basic,unknown,yes,yes,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
41,blue-collar,married,basic,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
52,technician,divorced,university.degree,no,no,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
31,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
34,technician,single,professional.course,no,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
56,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,4,0,0,nonexistent,93.994,-36.4,4.857,0
51,admin.,single,basic,no,no,no,telephone,may,tue,4,0,0,nonexistent,93.994,-36.4,4.857,0
40,management,married,high.school,no,yes,yes,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
39,blue-collar,married,basic,no,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
36,entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
28,admin.,single,university.degree,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
32,management,married,high.school,no,yes,yes,telephone,may,tue,4,0,0,nonexistent,93.994,-36.4,4.857,0
38,blue-collar,single,high.school,no,no,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
46,blue-collar,married,basic,no,yes,no,telephone,may,tue,6,0,0,nonexistent,93.994,-36.4,4.857,0
42,management,married,unknown,unknown,no,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
37,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,6,0,0,nonexistent,93.994,-36.4,4.857,0
31,admin.,married,high.school,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
30,services,married,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
41,management,married,unknown,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
34,blue-collar,married,basic,no,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
46,blue-collar,divorced,basic,no,no,no,telephone,may,tue,9,0,0,nonexistent,93.994,-36.4,4.857,0
37,blue-collar,married,basic,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
24,blue-collar,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
30,admin.,married,basic,no,yes,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
45,services,divorced,unknown,no,yes,no,telephone,may,tue,5,0,0,nonexistent,93.994,-36.4,4.857,1
36,admin.,married,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
48,blue-collar,married,professional.course,no,yes,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
47,management,married,professional.course,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
39,admin.,single,university.degree,unknown,no,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
36,technician,single,high.school,no,yes,yes,telephone,may,tue,5,0,0,nonexistent,93.994,-36.4,4.857,0
38,housemaid,married,basic,no,no,no,telephone,may,tue,4,0,0,nonexistent,93.994,-36.4,4.857,0
37,technician,single,high.school,unknown,yes,yes,telephone,may,tue,4,0,0,nonexistent,93.994,-36.4,4.857,0
30,technician,single,professional.course,no,no,no,telephone,may,tue,4,0,0,nonexistent,93.994,-36.4,4.857,0
38,admin.,married,university.degree,no,yes,no,telephone,may,tue,5,0,0,nonexistent,93.994,-36.4,4.857,0
28,services,married,unknown,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
37,blue-collar,married,basic,no,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
43,management,married,high.school,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
32,blue-collar,married,basic,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
35,admin.,married,high.school,unknown,yes,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
41,services,married,university.degree,no,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
31,technician,married,professional.course,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
28,blue-collar,married,basic,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
50,entrepreneur,married,basic,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
35,blue-collar,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
39,blue-collar,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
40,technician,married,basic,no,yes,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
34,admin.,single,high.school,no,yes,no,telephone,may,tue,11,0,0,nonexistent,93.994,-36.4,4.857,0
27,student,single,university.degree,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
33,blue-collar,married,basic,no,no,yes,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
39,entrepreneur,married,basic,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
39,housemaid,married,basic,no,yes,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
43,entrepreneur,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
26,technician,married,professional.course,no,no,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
42,services,married,professional.course,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,1
36,management,married,university.degree,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
40,blue-collar,married,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
50,blue-collar,married,basic,no,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
46,self-employed,single,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
57,retired,married,high.school,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
40,services,single,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
28,services,single,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
34,blue-collar,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
51,unemployed,married,professional.course,no,no,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
32,technician,single,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
28,blue-collar,married,basic,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
38,admin.,single,university.degree,unknown,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
34,blue-collar,single,basic,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
34,technician,married,university.degree,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
31,services,single,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
35,services,single,high.school,unknown,no,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
41,blue-collar,divorced,basic,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
29,services,married,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
56,housemaid,divorced,basic,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
29,technician,single,university.degree,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,1
27,admin.,single,university.degree,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
42,blue-collar,married,basic,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
49,technician,married,professional.course,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
49,blue-collar,married,basic,no,unknown,unknown,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
40,blue-collar,married,basic,unknown,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
39,housemaid,married,university.degree,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
31,admin.,single,high.school,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
46,blue-collar,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
44,management,married,university.degree,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
33,blue-collar,single,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
35,technician,married,professional.course,no,yes,yes,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
38,unemployed,single,high.school,no,yes,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
33,services,married,high.school,no,yes,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
41,blue-collar,married,basic,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
34,technician,divorced,professional.course,no,unknown,unknown,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
32,blue-collar,married,professional.course,unknown,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
35,entrepreneur,married,high.school,no,no,no,telephone,may,tue,4,0,0,nonexistent,93.994,-36.4,4.857,0
24,services,single,high.school,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
25,admin.,married,high.school,no,yes,yes,telephone,may,tue,4,0,0,nonexistent,93.994,-36.4,4.857,0
34,blue-collar,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,1
34,technician,married,university.degree,no,no,no,telephone,may,tue,10,0,0,nonexistent,93.994,-36.4,4.857,0
31,admin.,divorced,high.school,no,no,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
38,management,married,high.school,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
26,admin.,single,university.degree,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
34,blue-collar,married,basic,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
35,services,married,basic,unknown,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
29,blue-collar,single,basic,no,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
51,blue-collar,divorced,basic,unknown,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
50,housemaid,married,basic,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
44,technician,divorced,basic,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
27,technician,single,professional.course,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
34,services,married,high.school,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
44,technician,divorced,basic,unknown,yes,yes,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
43,management,married,basic,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
37,unemployed,married,professional.course,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
45,services,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
30,technician,single,professional.course,no,no,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
43,entrepreneur,married,basic,no,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
43,blue-collar,married,basic,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
47,services,divorced,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
53,housemaid,married,basic,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
45,blue-collar,married,basic,unknown,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
47,blue-collar,married,basic,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
37,technician,single,university.degree,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
41,blue-collar,married,basic,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
48,blue-collar,married,basic,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
26,technician,single,professional.course,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
31,entrepreneur,divorced,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
36,services,single,high.school,no,yes,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
46,housemaid,married,basic,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
50,admin.,divorced,high.school,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
45,admin.,married,basic,no,yes,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
45,admin.,married,basic,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
33,entrepreneur,married,basic,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
29,admin.,single,university.degree,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
37,blue-collar,married,basic,no,unknown,unknown,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
26,technician,single,professional.course,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
57,self-employed,married,basic,unknown,yes,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
45,technician,single,professional.course,no,yes,no,telephone,may,tue,4,0,0,nonexistent,93.994,-36.4,4.857,0
46,services,divorced,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
39,blue-collar,married,basic,unknown,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
37,blue-collar,single,professional.course,no,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
46,blue-collar,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
42,admin.,divorced,university.degree,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
25,management,single,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
45,blue-collar,single,basic,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
40,admin.,single,high.school,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
39,admin.,married,university.degree,unknown,no,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
49,blue-collar,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
51,self-employed,single,university.degree,no,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
43,blue-collar,single,basic,unknown,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
35,entrepreneur,married,high.school,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
46,blue-collar,married,basic,unknown,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
32,services,married,high.school,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
30,blue-collar,married,basic,unknown,no,yes,telephone,may,tue,7,0,0,nonexistent,93.994,-36.4,4.857,0
29,blue-collar,single,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
41,admin.,divorced,high.school,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
37,admin.,married,high.school,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
24,blue-collar,married,basic,unknown,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
38,blue-collar,married,basic,unknown,no,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
27,services,married,high.school,unknown,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
35,blue-collar,married,basic,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
28,student,single,basic,unknown,yes,yes,telephone,may,tue,5,0,0,nonexistent,93.994,-36.4,4.857,0
31,blue-collar,divorced,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
27,blue-collar,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
37,technician,married,university.degree,no,no,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
33,admin.,divorced,high.school,unknown,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
43,blue-collar,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
44,blue-collar,married,basic,unknown,yes,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
29,admin.,single,basic,unknown,no,no,telephone,may,tue,4,0,0,nonexistent,93.994,-36.4,4.857,0
37,blue-collar,single,professional.course,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
37,blue-collar,single,basic,unknown,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
51,technician,married,university.degree,no,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
34,services,married,high.school,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
30,technician,divorced,professional.course,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
36,services,married,high.school,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
36,blue-collar,single,basic,unknown,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
34,services,married,high.school,no,yes,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
37,technician,married,professional.course,no,no,no,telephone,may,tue,16,0,0,nonexistent,93.994,-36.4,4.857,0
38,management,single,university.degree,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
55,services,married,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
47,admin.,married,high.school,no,no,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,1
31,admin.,single,university.degree,no,yes,no,telephone,may,tue,4,0,0,nonexistent,93.994,-36.4,4.857,0
56,retired,married,basic,no,yes,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
35,entrepreneur,divorced,university.degree,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
34,blue-collar,married,basic,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
29,self-employed,married,university.degree,unknown,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
57,blue-collar,married,basic,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
48,technician,married,basic,no,no,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
53,self-employed,married,university.degree,no,no,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
37,admin.,married,high.school,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
30,blue-collar,married,basic,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
47,blue-collar,single,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
26,technician,married,basic,no,no,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
33,self-employed,married,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
43,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
29,blue-collar,single,unknown,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
22,services,single,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
51,retired,married,university.degree,no,yes,yes,telephone,may,tue,5,0,0,nonexistent,93.994,-36.4,4.857,0
45,technician,married,basic,unknown,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
29,admin.,single,university.degree,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
31,services,married,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
47,technician,married,professional.course,unknown,yes,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
48,unemployed,married,basic,no,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
38,technician,married,professional.course,no,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
50,blue-collar,single,basic,unknown,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
31,admin.,married,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
27,admin.,divorced,high.school,no,no,no,telephone,may,tue,4,0,0,nonexistent,93.994,-36.4,4.857,0
39,blue-collar,married,basic,unknown,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
35,admin.,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
28,management,married,high.school,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
34,entrepreneur,single,professional.course,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
30,self-employed,married,basic,no,no,no,telephone,may,tue,3,0,0,nonexistent,93.994,-36.4,4.857,0
38,blue-collar,single,basic,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
29,self-employed,married,basic,unknown,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
35,blue-collar,divorced,basic,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
32,blue-collar,divorced,basic,no,no,no,telephone,may,tue,9,0,0,nonexistent,93.994,-36.4,4.857,0
33,management,married,university.degree,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
50,services,single,high.school,unknown,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
57,management,divorced,university.degree,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
31,blue-collar,married,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,1
37,technician,single,university.degree,no,yes,yes,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
37,technician,single,university.degree,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
42,technician,divorced,basic,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
39,blue-collar,married,basic,unknown,yes,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
52,management,divorced,university.degree,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
33,admin.,single,university.degree,no,no,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
60,admin.,married,university.degree,unknown,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
27,services,married,professional.course,no,no,no,telephone,may,tue,2,0,0,nonexistent,93.994,-36.4,4.857,0
35,blue-collar,married,basic,no,yes,no,telephone,may,tue,10,0,0,nonexistent,93.994,-36.4,4.857,0
29,admin.,single,university.degree,no,no,yes,telephone,may,tue,9,0,0,nonexistent,93.994,-36.4,4.857,0
31,blue-collar,single,high.school,no,yes,no,telephone,may,tue,1,0,0,nonexistent,93.994,-36.4,4.857,0
